[INFO ] [2022-08-28 01:41:45,731] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-18 03:52:28,618] Login - Step 02: Enter to Email Textbox with value = afc432@gmail.com
[INFO ] [2022-09-18 03:52:28,749] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-18 03:52:28,879] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-18 03:52:30,011] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-18 03:52:30,088]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 03:52:30,089]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-18 03:52:30,089] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-18 03:52:30,790] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-18 03:52:30,866]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 03:52:30,866]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-18 03:53:31,839] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 03:53:33,976] Pre-Condition - Step 02: Enter Email null
[INFO ] [2022-09-18 10:16:12,399] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:16:58,731] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:17:31,677] Pre-Condition - Step 02: Enter Email null
[INFO ] [2022-09-18 10:19:41,130] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:19:46,108] Pre-Condition - Step 02: Enter Email null
[INFO ] [2022-09-18 10:22:13,818] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:22:18,905] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 10:22:19,089] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 10:22:19,216] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 10:22:20,411] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 10:22:50,549] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 10:23:40,720] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:23:46,177] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 10:23:46,346] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 10:23:46,493] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 10:23:55,016] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 10:23:57,457] Step 02: Get Admin Search Post Url
[INFO ] [2022-09-18 10:23:57,464] Step 02: click on Add new  button and navigate to Admin New Post Page 
[INFO ] [2022-09-18 10:24:05,163] Step 05: Send key to Post title
[INFO ] [2022-09-18 10:24:05,643] Step 06: Send key to Post body
[INFO ] [2022-09-18 10:24:05,972] Step 07: Click on Pre-Publish button
[INFO ] [2022-09-18 10:24:06,215] Step 08: Click on Publish button
[INFO ] [2022-09-18 10:24:06,408] Step 09: Verify Post Published message is displayed
[INFO ] [2022-09-18 10:24:09,784]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 10:24:09,877] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 10:24:12,355] Step 02: Verify New published post is displayed 
[INFO ] [2022-09-18 10:25:58,654] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:26:03,065] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 10:26:03,232] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 10:26:03,355] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 10:26:06,773] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 10:26:08,398] Step 02: Get Admin Search Post Url
[INFO ] [2022-09-18 10:26:08,404] Step 02: click on Add new  button and navigate to Admin New Post Page 
[INFO ] [2022-09-18 10:26:11,284] Step 05: Send key to Post title
[INFO ] [2022-09-18 10:26:11,771] Step 06: Send key to Post body
[INFO ] [2022-09-18 10:26:41,877] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 10:26:41,903] Step 02: Verify New published post is displayed 
[INFO ] [2022-09-18 10:35:54,796] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:36:00,059] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 10:36:00,199] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 10:36:00,334] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 10:36:03,451] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 10:36:05,036] Step 02: Get Admin Search Post Url
[INFO ] [2022-09-18 10:36:05,042] Step 02: click on Add new  button and navigate to Admin New Post Page 
[INFO ] [2022-09-18 10:36:07,742] Step 05: Send key to Post title
[INFO ] [2022-09-18 10:36:08,181] Step 06: Send key to Post body
[INFO ] [2022-09-18 10:36:38,295] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 10:36:38,324] Step 02: Verify New published post is displayed 
[INFO ] [2022-09-18 10:38:31,072] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:38:36,380] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 10:38:36,517] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 10:38:36,637] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 10:38:39,654] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 10:38:41,169] Step 02: Get Admin Search Post Url
[INFO ] [2022-09-18 10:38:41,176] Step 02: click on Add new  button and navigate to Admin New Post Page 
[INFO ] [2022-09-18 10:38:44,015] Step 05: Send key to Post title
[INFO ] [2022-09-18 10:38:44,466] Step 06: Send key to Post body
[INFO ] [2022-09-18 10:39:08,782] Step 07: Click on Pre-Publish button
[INFO ] [2022-09-18 10:39:08,951] Step 08: Click on Publish button
[INFO ] [2022-09-18 10:39:09,102] Step 09: Verify Post Published message is displayed
[INFO ] [2022-09-18 10:39:11,757]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 10:39:11,852] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 10:39:13,580] Step 02: Verify New published post is displayed 
[INFO ] [2022-09-18 10:55:36,353] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 10:55:41,168] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 10:55:41,460] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 10:55:41,676] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 10:55:45,552] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 10:55:47,442] Step 02: Get Admin Search Post Url
[INFO ] [2022-09-18 10:55:47,460] Step 02: click on Add new  button and navigate to Admin New Post Page 
[INFO ] [2022-09-18 10:55:51,106] Step 05: Send key to Post title
[INFO ] [2022-09-18 10:55:51,747] Step 06: Send key to Post body
[INFO ] [2022-09-18 10:55:52,941] Step 07: Click on Pre-Publish button
[INFO ] [2022-09-18 10:55:53,610] Step 08: Click on Publish button
[INFO ] [2022-09-18 10:55:53,940] Step 09: Verify Post Published message is displayed
[INFO ] [2022-09-18 10:55:57,808]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 10:55:57,959] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 10:56:00,949] Step 02: Verify New published post is displayed 
[INFO ] [2022-09-18 14:17:32,026] Pre-Condition - Step 01: Open browser and navigate to Admin login page 
[INFO ] [2022-09-18 14:17:38,800] Pre-Condition - Step 02: Enter Email linhptk
[INFO ] [2022-09-18 14:17:39,161] Pre-Condition - Step 03: Enter Email Linh1808/
[INFO ] [2022-09-18 14:17:39,454] Pre-Conditon - Step 04: Click on btn Login and navigate to Admin Dashboard Page
[INFO ] [2022-09-18 14:17:43,893] Step: 01: click on Post menu and navigate to Admin Search Post Page 
[INFO ] [2022-09-18 14:17:46,386] Step 02: Get Admin Search Post Url
[INFO ] [2022-09-18 14:17:46,396] Step 02: click on Add new  button and navigate to Admin New Post Page 
[INFO ] [2022-09-18 14:17:50,001] Step 05: Send key to Post title
[INFO ] [2022-09-18 14:17:50,781] Step 06: Send key to Post body
[INFO ] [2022-09-18 14:17:51,936] Step 07: Click on Pre-Publish button
[INFO ] [2022-09-18 14:17:52,299] Step 08: Click on Publish button
[INFO ] [2022-09-18 14:17:52,616] Step 09: Verify Post Published message is displayed
[INFO ] [2022-09-18 14:17:56,315]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 14:17:56,547] Step 01: Open Admin Search Post Page 
[INFO ] [2022-09-18 14:17:59,195] Step 02: Verify New published post is displayed 
